address,city,id,name,state,type,x,y,zip,first_appearance,final_appearance,block_fips,tract_fips
167 Front St.,Marietta,889.0,Marietta Brewing Co.,OH,BrewPub,-81.4535103228,39.4117460412,45750,2006,2015,391670205002018,39167020500
134 2nd Ave. N,Nashville,893.0,Market Street Brewery & Public House,TN,BrewPub,-86.7760916984,36.1635939359,37201,2006,2006,470370195004029,47037019500
134 N. 2nd Avenue ,Nashville,,Market Street Brewery & Public House,TN,BrewPub,-86.775456,36.163155,37201,2005,2005,470370195004029,47037019500
120 SW First Avenue,Gainesville,,Market Street Pub Brewery & Eatery,FL,BrewPub,-82.3264372,29.6512983,32601,2005,2005,120010005001061,12001000500
120 SW 1st Ave.,Gainesville,895.0,Market Street Pub Brewery & Eatery,FL,BrewPub,-82.3259807637,29.6512870514,32601,2006,2010,120010005001061,12001000500
185 Main Street ,Nashua,,Martha's Exchange Restaurant & Brewing Co.,NH,BrewPub,-71.4654801,42.760417,3060,2005,2005,330110107001013,33011010700
4150 Sycamore Dairy Rd.,Fayetteville,898.0,Mash House Restaurant & Brewery,NC,BrewPub,-78.9534250586,35.0693164208,28303,2006,2015,370510020011000,37051002001
4150 Sycamore Dairy Road,Fayetteville,,Mash House Restaurant & Brewery,NC,BrewPub,-78.955151,35.070571,28303,2005,2005,370510020011000,37051002001
4405 Honoapi'ilani Highway,Lahaina,798.0,Maui Brewing Co. Fish & Game Rotisserie,HI,BrewPub,-156.676832485,20.9718193731,96761,2007,2015,150090315022005,15009031502
4405 Honoapi'ilani Highway,Kahana,899.0,Maui Brewing Co. Fish & Game Rotisserie,HI,BrewPub,-156.676832485,20.9718193731,96761,2006,2006,150090315022005,15009031502
807 N. 3rd St.,McCall,903.0,McCall Brewing Co.,ID,BrewPub,-116.09737617,44.9089000046,83638,2006,2015,160859702002267,16085970200
807 N. 3rd Street,McCall,,McCall Brewing Co.,ID,BrewPub,-116.0975814,44.9088994,83638,2005,2005,160859702002267,16085970200
4057 Pennsylvania Avenue ,Kansas City,,McCoy's Public House & Brewkitchen ,MO,BrewPub,-94.5915451,39.0531397,64111,2005,2005,290950168004030,29095016800
4057 Pennsylvania Ave. ,Kansas City,905.0,McCoy's Public House & Brewkitchen ,MO,BrewPub,-94.5917003107,39.0534002655,64111,2006,2015,290950168004030,29095016800
2927 SW Cedar Hills Blvd. ,Beaverton,910.0,McMenamins Cedar Hills ,OR,BrewPub,-122.807935987,45.4981926443,97005,2006,2015,410670314021000,41067031402
2927 SW Cedar Hills Boulevard ,Beaverton,,McMenamins Cedar Hills ,OR,BrewPub,-122.8092536,45.4990655,97005,2005,2005,410670314021000,41067031402
102 9th St. ,Oregon City,921.0,McMenamins Oregon City,OR,BrewPub,-122.607068058,45.3592582328,97045,2006,2015,410050224005007,41005022400
102 9th Street ,Oregon City,,McMenamins Oregon City,OR,BrewPub,-122.6069778,45.3592618,97045,2005,2005,410050224005007,41005022400
9757 SE Sunnyside Rd. ,Clackamas,924.0,McMenamins Sunnyside,OR,BrewPub,-122.563089978,45.433505335,97015,2006,2015,410050222051012,41005022205
9757 SE Sunnyside Road ,Clackamas,,McMenamins Sunnyside,OR,BrewPub,-122.5633108,45.4338074,97015,2005,2005,410050222051012,41005022205
2090 SW 8th Ave. ,West Linn,825.0,McMenamins West Linn,OR,BrewPub,-122.652049801,45.3459122969,97068,2010,2015,410050207002017,41005020700
2090 SW Eighth Ave. ,West Linn,926.0,McMenamins West Linn,OR,BrewPub,-122.652049801,45.3459122969,97068,2006,2009,410050207002017,41005020700
90 Elliot Street,Brattleboro,,McNeill's Brewery,VT,BrewPub,-72.5600685,42.8515972,5301,2005,2005,500259685002006,50025968500
90 Elliot St.,Brattleboro,927.0,McNeill's Brewery,VT,BrewPub,-72.5598765194,42.8516242635,5301,2006,2015,500259685002006,50025968500
23 Hayward St.,Ipswich,932.0,Mercury Brewing Company ,MA,MicroBrewery,-70.8438360022,42.6714929641,1938,2006,2015,250092233002032,25009223300
25 Hayward Street ,Ipswich,,Mercury Brewing Company ,MA,MicroBrewery,-70.844091,42.67199,1938,2005,2005,250092233002032,25009223300
1014 S. Haynes Ave.,Miles City,940.0,Milestown Brewing @ Golden Spur Casino,MT,BrewPub,-105.822476256,46.3989969141,59301,2006,2008,300179619002007,30017961900
1014 South Haynes Avenue,Miles City,,Milestown Brewing @ Golden Spur Casino,MT,BrewPub,-105.8226092,46.3990436,59301,2005,2005,300179619002007,30017961900
500 Commercial St. ,Manchester,945.0,Milly's Tavern,NH,BrewPub,-71.4677337976,42.9946457884,3101,2006,2015,330112004001006,33011200400
500 Commercial Street ,Manchester,,Milly's Tavern,NH,BrewPub,-71.4677636,42.9946336,3101,2005,2005,330112004001006,33011200400
223 N. Water Street ,Milwaukee,,Milwaukee Ale House ,WI,BrewPub,-87.9095986,43.0331327,53202,2005,2005,550791874001055,55079187400
200 N. 11th St.,Lincoln,950.0,Misty's Steakhouse & Brewery,NE,BrewPub,-96.7051089082,40.8148320435,68508,2006,2015,311090019001009,31109001900
200 N. 11th Street,Lincoln,,Misty's Steakhouse & Brewery,NE,BrewPub,-96.7050646,40.8150086,68508,2005,2005,311090019001009,31109001900
686 S. Main St.,Moab,951.0,Moab Brewery,UT,BrewPub,-109.54910734,38.5627161113,84532,2006,2015,490190003001007,49019000300
686 S. Main Street,Moab,,Moab Brewery,UT,BrewPub,-109.5497764,38.5627592,84532,2005,2005,490190003001007,49019000300
21 W. Bay St.,Savannah,962.0,Moon River Brewing Co.,GA,BrewPub,-81.0914322467,32.0807482507,31401,2006,2015,130510003001037,13051000300
21 West Bay Street,Savannah,,Moon River Brewing Co.,GA,BrewPub,-81.0920808,32.0808307,31401,2005,2005,130510003001037,13051000300
721 N. 2nd St. ,St. Louis,968.0,Morgan Street Brewery,MO,BrewPub,-90.1845848882,38.6305288064,63102,2006,2015,295101256002026,29510125600
721 N. 2nd Street ,St. Louis,,Morgan Street Brewery,MO,BrewPub,-90.18528,38.630903,63102,2005,2005,295101256002026,29510125600
470 W. Canfield ,Detroit,970.0,Motor City Brewing Works ,MI,MicroBrewery,-83.0651315192,42.351865253,48201,2006,2015,261635203001002,26163520300
470 West Canfield ,Detroit,,Motor City Brewing Works ,MI,MicroBrewery,-83.0660214,42.3518573,48201,2005,2005,261635203001002,26163520300
107 N. Lincoln Avenue,Hastings,,Murphy's Wagon Wheel,NE,BrewPub,-98.3911904,40.5844219,68901,2005,2005,310019657001039,31001965700
107 N. Lincoln Ave.,Hastings,982.0,Murphy's Wagon Wheel,NE,BrewPub,-98.3912904598,40.584357736,68901,2006,2006,310019657001039,31001965700
345 S. Elm St.,Greensboro,985.0,Natty Greene's Pub & Brewing Co.,NC,BrewPub,-79.7902070697,36.0692755416,27401,2006,2015,370810108002063,37081010800
345 South Elm Street,Greensboro,,Natty Greene's Pub & Brewing Co.,NC,BrewPub,-79.790336,36.068642,27401,2005,2005,370810108002063,37081010800
708 E. Depot Avenue,Knoxville,,New Knoxville Brewing Co.,TN,MicroBrewery,-83.914547,35.974813,37917,2005,2005,470930067001057,47093006700
708 E. Depot Ave.,Knoxville,992.0,New Knoxville Brewing Co.,TN,MicroBrewery,-83.9151208339,35.9746250613,37917,2006,2015,470930067001057,47093006700
1616 NW 23rd  Avenue ,Portland,,New Old Lompoc Pub & Brewery ,OR,BrewPub,-122.698466,45.534297,97210,2005,2005,410510049001005,41051004900
1616 NW 23rd  Ave. ,Portland,993.0,New Old Lompoc Pub & Brewery ,OR,BrewPub,-122.698289931,45.5341723695,97210,2006,2012,410510049001005,41051004900
851 Campbell Street,Myrtle Beach,,New South Brewing,SC,MicroBrewery,-78.8870682,33.6972348,29577,2005,2005,450510506002039,45051050600
851 Campbell St.,Myrtle Beach,995.0,New South Brewing,SC,MicroBrewery,-78.8872976903,33.6970815467,29577,2006,2012,450510506002039,45051050600
2920 Newport Boulevard ,Newport Beach,,Newport Beach Brewing Company ,CA,BrewPub,-117.929796,33.614472,92663,2005,2005,060590635001025,06059063500
400 West Front Street,Traverse City,,North Peak Brewing Co.,MI,BrewPub,-85.6285292,44.7643153,49864,2005,2005,260555515003039,26055551500
400 W. Front St.,Traverse City,1006.0,North Peak Brewing Co.,MI,BrewPub,-85.628453109,44.7643270754,49864,2006,2015,260555515003039,26055551500
10705 Northfield Road ,Northfield,,Northfield Park Microbrewery ,OH,BrewPub,-81.523103,41.34681,44067,2005,2005,391535327023000,39153532702
10705 Northfield Rd. ,Northfield,1009.0,Northfield Park Microbrewery ,OH,BrewPub,-81.5265654657,41.3491629132,44067,2006,2007,391535327023000,39153532702
840 25 5/8 St.,Chetek,1011.0,Northwoods Brewpub at Pokegama,WI,BrewPub,-91.6315194655,45.3263435943,54728,2006,2008,550050010023002,55005001002
840 25 5/8 Street,Chetek,,Northwoods Brewpub at Pokegama,WI,BrewPub,-91.631534,45.326042,54728,2005,2005,550050010023002,55005001002
26 West Industrial Drive,O'Fallon,,O'Fallon Brewery,MO,MicroBrewery,-90.753246,38.805807,63366,2005,2005,291833118022064,29183311802
26 W. Industrial Dr.,O'Fallon,1024.0,O'Fallon Brewery,MO,MicroBrewery,-90.7514336048,38.8059129485,63366,2006,2015,291833118022064,29183311802
164 N. Snelling Ave.,St. Paul,1026.0,O'Gara's Bar & Grill,MN,BrewPub,-93.1666931479,44.9461155888,55104,2006,2007,271230352001005,27123035200
164 North Snelling Avenue,St. Paul,,O'Gara's Bar & Grill,MN,BrewPub,-93.1666046,44.9462724,55104,2005,2005,271230352001005,27123035200
415 Hampshire Street,Quincy,,O'Griff's Irish Pub & Brewhouse,IL,BrewPub,-91.409297,39.9334848,62301,2005,2005,170010007002032,17001000700
415 Hampshire St.,Quincy,1040.0,O'Griff's Irish Pub & Brewhouse,IL,BrewPub,-91.4097761352,39.9332817749,62301,2006,2015,170010007002032,17001000700
3308 3rd Street North,St. Cloud,,O'Hara's Brewpub & Restaurant,MN,BrewPub,-94.1988055,45.5585711,56303,2005,2005,271450006012009,27145000601
24 West Union Street,Athens,,O'Hooley's Pub & Brewery,OH,BrewPub,-82.1023249,39.3276114,45701,2005,2005,390099731011016,39009973101
24 W. Union St.,Athens,1042.0,O'Hooley's Pub & Brewery,OH,BrewPub,-82.1024667945,39.3278189175,45701,2006,2015,390099731011016,39009973101
30 Kennebec Avenue,Oak Bluffs,,Offshore Ale Company,MA,BrewPub,-70.5575531,41.4558749,2557,2005,2005,250072002002042,25007200200
30 Kennebec Ave.,Oak Bluffs,1025.0,Offshore Ale Company,MA,BrewPub,-70.5574818073,41.4556318403,2557,2006,2015,250072002002042,25007200200
8763 E. Bell Road,Scottsdale,,Oggi's Pizza and Brewing Co.,AZ,BrewPub,-111.8913939,33.6396513,85260,2005,2005,040132168451022,04013216845
10155 Rancho Carmel Rd. ,San Diego,1033.0,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.090010045,32.9659819136,92128,2006,2015,060730170562003,06073017056
12840 Carmel Country Road,San Diego,,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.229427,32.954239,92130,2005,2005,060730083291000,06073008329
10155 Rancho Carmel Road ,San Diego,,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.089822,32.96553,92128,2005,2005,060730170562003,06073017056
12840 Carmel Country Rd.,San Diego,1034.0,Oggi's Pizza and Brewing Co.,CA,BrewPub,-117.229310268,32.9541630536,92130,2006,2015,060730083291000,06073008329
971 W. Savidge,Spring Lake,1045.0,Old Boys' Brew House,MI,BrewPub,-86.211408972,43.076438948,49456,2006,2014,261390211001025,26139021100
971 W. Savidge St.,Spring Lake,931.0,Old Boys' Brew House,MI,BrewPub,-86.211408972,43.076438948,49456,2015,2015,261390211001025,26139021100
971 West Savidge,Spring Lake,,Old Boys' Brew House,MI,BrewPub,-86.2127575,43.0769329,49456,2005,2005,261390211001025,26139021100
525 S. Gilbert St.,Iowa City,1046.0,Old Capitol Brew Works & Public House,IA,BrewPub,-91.5303386172,41.6550347884,52240,2006,2015,191030016001000,19103001600
525 S. Gilbert Street,Iowa City,,Old Capitol Brew Works & Public House,IA,BrewPub,-91.5305168,41.6546764,52240,2005,2005,191030016001000,19103001600
44633 Guilford Dr.,Ashburn,1047.0,Old Dominion Brewing Co.,VA,BrewPub,-77.4567388269,39.0204273048,20147,2006,2008,511076110061011,51107611006
44633 Guilford Drive,Ashburn,,Old Dominion Brewing Co.,VA,BrewPub,-77.457658,39.021872,20147,2005,2005,511076110061011,51107611006
114 N. Main St.,Lawton,1049.0,Old Hat Brewery & Grill,MI,BrewPub,-85.8495003401,42.1682190712,49065,2006,2011,261590110023062,26159011002
114 North Main Street,Lawton,,Old Hat Brewery & Grill,MI,BrewPub,-85.8497241,42.1682616,49065,2005,2005,261590110023062,26159011002
7 W. Main St.,Middletown,1055.0,Olde Erie Brew Pub,NY,BrewPub,-74.4205003771,41.4451644009,10940,2006,2006,360710151001016,36071015100
7 West Main Street,Middletown,,Olde Erie Brew Pub,NY,BrewPub,-74.4204612,41.4451892,10940,2005,2005,360710151001016,36071015100
2828 W. Highway 70 ,Hickory,1057.0,Olde Hickory Brewery,NC,MicroBrewery,-81.387373641,35.7212251161,28602,2006,2010,370350107003020,37035010700
2828 West Highway 70 ,Hickory,,Olde Hickory Brewery,NC,MicroBrewery,-81.3870946,35.721546,28602,2005,2005,370350107003020,37035010700
22221 N. Pepper Rd.,Lake Barrington,1063.0,Onion Pub Restaurant & Brewery,IL,BrewPub,-88.1844690094,42.1864194916,60010,2006,2015,170978643071011,17097864307
22221 North Pepper Road,Lake Barrington,,Onion Pub Restaurant & Brewery,IL,BrewPub,-88.1833268,42.1866726,60010,2005,2005,170978643071011,17097864307
735 E Center Street ,Milwaukee,,Onopa Brewing Company ,WI,BrewPub,-87.9018211,43.0672995,53212,2005,2005,550790080002001,55079008000
1280 Belmont Street,Brockton,,Owen O'Leary's,MA,BrewPub,-71.0668052,42.0585565,2301,2005,2005,250235117022024,25023511702
1280 Belmont St.,Brockton,1078.0,Owen O'Leary's,MA,BrewPub,-71.0678001275,42.0583040974,2301,2006,2015,250235117022024,25023511702
289 Huger Street ,Charleston,,Palmetto Brewing Company ,SC,MicroBrewery,-79.9459408,32.8012595,29403,2005,2005,450190053002003,45019005300
7107 E. McDowell Rd. ,Scottsdale,1091.0,Papago Brewing ,AZ,BrewPub,-111.928261824,33.4655029511,85257,2006,2015,040132181001000,04013218100
7107 East McDowell Road ,Scottsdale,,Papago Brewing ,AZ,BrewPub,-111.9282932,33.4656219,85257,2005,2005,040132181001000,04013218100
800 Vinial Street,Pittsburgh,,Penn Brewery,PA,BrewPub,-79.991475,40.4571824,15212,2005,2005,420032406002017,42003240600
800 Vinial St.,Pittsburgh,1101.0,Penn Brewery,PA,BrewPub,-79.9911553018,40.4573103189,15212,2006,2015,420032406002017,42003240600
24 Federal Street,Greenfield,,People's Pint,MA,BrewPub,-72.6001653,42.5886025,1301,2005,2005,250110413004012,25011041300
24 Federal St.,Greenfield,1102.0,People's Pint,MA,BrewPub,-72.6003273193,42.5885889478,1301,2006,2015,250110413004012,25011041300
6410 SE Milwaukie Avenue,Portland,,Philadelphia's Steaks & Hoagies,OR,BrewPub,-122.6488352,45.4762533,97202,2005,2005,410510002002023,41051000200
6410 SE Milwaukie Ave.,Portland,1106.0,Philadelphia's Steaks & Hoagies,OR,BrewPub,-122.648680492,45.4765994314,97202,2006,2015,410510002002023,41051000200
1927 West North Avenue,Chicago,,Piece Brewery & Pizzeria,IL,BrewPub,-87.6762094,41.910469,60622,2005,2005,170312415003002,17031241500
1927 W. North Ave.,Chicago,1107.0,Piece Brewery & Pizzeria,IL,BrewPub,-87.6762320602,41.9103638088,60622,2006,2015,170312415003002,17031241500
780 N. Ninth Ave. ,Brighton,1117.0,Platte Bottom Brewing Company ,CO,MicroBrewery,-104.811251173,39.9745630733,80601,2006,2006,080010086052020,08001008605
780 N. Ninth Avenue ,Brighton,,Platte Bottom Brewing Company ,CO,MicroBrewery,-104.8114215,39.9743383,80601,2005,2005,080010086052020,08001008605
14 E. Railroad St.,Kearney,1118.0,Platte Valley Brewing Co.,NE,BrewPub,-99.0817057056,40.6955165085,68847,2006,2010,310199695003021,31019969500
14 East Railroad Street,Kearney,,Platte Valley Brewing Co.,NE,BrewPub,-99.0811672,40.6953842,68847,2005,2005,310199695003021,31019969500
5775 Lower York Road,Lahaska,,Porterhouse Brewpub & Restaurant,PA,BrewPub,-75.0337519,40.3460528,18931,2005,2005,420171045022001,42017104502
224 2nd St.,Portsmouth,1125.0,Portsmouth Brewing Co./Mault's Brewpub,OH,BrewPub,-83.0088116681,38.7316771494,45662,2006,2015,391450036002033,39145003600
224 Second Street,Portsmouth,,Portsmouth Brewing Co./Mault's Brewpub,OH,BrewPub,-83.0081439,38.7314979,45662,2005,2005,391450036002033,39145003600
2 Main St. ,Parkville,1127.0,Power Plant Restaurant & Brewery ,MO,BrewPub,-94.6841911909,39.188970795,64152,2006,2009,291650303052026,29165030305
Two Main Street ,Parkville,,Power Plant Restaurant & Brewery ,MO,BrewPub,-94.684402,39.188879,64152,2005,2005,291650303052026,29165030305
1029 K Street ,Sacramento,,"Pyramid Alehouse, Brewery & Restaurant ",CA,BrewPub,-121.4929869,38.5791177,95814,2005,2005,060670011011021,06067001101
1029 K St. ,Sacramento,1135.0,"Pyramid Alehouse, Brewery & Restaurant ",CA,BrewPub,-121.493568922,38.5791518788,95814,2006,2013,060670011011021,06067001101
1536 Cypress St.,Walnut Creek,,"Pyramid Alehouse, Brewery & Restaurant ",CA,BrewPub,-122.0615739,37.8990837,94596,2005,2008,060133390021015,06013339002
1201 First Avenue South ,Seattle,,"Pyramid Alehouse, Brewery & Restaurant ",WA,BrewPub,-122.3348888,47.592012,98134,2005,2005,530330093002048,53033009300
1201 1st Ave. S. ,Seattle,1137.0,"Pyramid Alehouse, Brewery & Restaurant ",WA,BrewPub,-122.334309156,47.5913243716,98134,2006,2015,530330093002048,53033009300
1410 Locust St.,Walnut Creek,1008.0,"Pyramid Alehouse, Brewery & Restaurant ",CA,BrewPub,-122.061944,37.899125,94596,2009,2015,060133390021015,06013339002
330 Quay Street,Port Huron,,Quay Street Brewing Co.,MI,BrewPub,-82.4223671,42.9754884,48060,2005,2005,261476250001007,26147625000
330 Quay St.,Port Huron,1138.0,Quay Street Brewing Co.,MI,BrewPub,-82.4223754413,42.975566325,48060,2006,2015,261476250001007,26147625000
4495 SW Scholls Ferry Rd. ,Portland,1147.0,Raleigh Hills Pub ,OR,BrewPub,-122.747230344,45.4880173393,97225,2006,2015,410670303002006,41067030300
4495 SW Scholls Ferry Road ,Portland,,Raleigh Hills Pub ,OR,BrewPub,-122.7475,45.487402,97225,2005,2005,410670303002006,41067030300
709 E. Park Boulevard ,Boise,,Ram Restaurant & Brewery,ID,BrewPub,-116.1925,43.6044387,83712,2005,2005,160010007013036,16001000701
4730 University Village Plaza NE,Seattle,1157.0,Ram Restaurant & Brewery,WA,BrewPub,-122.29978323,47.6634147757,98105,2006,2008,530330043011012,53033004301
140 S. Illinois St. ,Indianapolis,1152.0,Ram Restaurant & Brewery,IN,BrewPub,-86.1605525135,39.7645552205,46225,2006,2015,180973910003075,18097391000
709 E. Park Blvd. ,Boise,1148.0,Ram Restaurant & Brewery,ID,BrewPub,-116.191252073,43.604026137,83712,2006,2015,160010007013036,16001000701
9520 Higgins Rd.,Rosemont,,Ram Restaurant & Brewery,IL,BrewPub,-87.8633927,41.9937762,60018,2005,2006,170317707001001,17031770700
140 South Illinois Street ,Indianapolis,,Ram Restaurant & Brewery,IN,BrewPub,-86.1603589,39.7648669,46225,2005,2005,180973910003075,18097391000
33 West Street ,Annapolis,,Rams Head Tavern,MD,BrewPub,-76.4944801,38.9782264,21401,2005,2005,240037061011008,24003706101
33 West St. ,Annapolis,1163.0,Rams Head Tavern,MD,BrewPub,-76.4948326641,38.9782206303,21401,2006,2015,240037061011008,24003706101
8600 Foundry St. ,Savage,1164.0,Rams Head Tavern ,MD,BrewPub,-76.8252895735,39.1366390867,20763,2006,2015,240276069051006,24027606905
8600 Foundry Street ,Savage,,Rams Head Tavern ,MD,BrewPub,-76.8252079,39.135403,20763,2005,2005,240276069051006,24027606905
1266 Sartori Avenue ,Torrance,,Red Car Brewery & Restaurant ,CA,BrewPub,-118.31597,33.835734,90501,2005,2005,060376509014071,06037650901
1266 Sartori Ave. ,Torrance,1172.0,Red Car Brewery & Restaurant ,CA,BrewPub,-118.315884517,33.8354979843,90501,2006,2015,060376509014071,06037650901
714 Francis King Street,Greensboro,,Red Oak Brew Pub,NC,BrewPub,-79.8900333,36.088034,27410,2005,2005,370810161023003,37081016102
714 Francis King St.,Greensboro,1174.0,Red Oak Brew Pub,NC,BrewPub,-79.8898903886,36.0879833102,27410,2006,2008,370810161023003,37081016102
1214 East Cary Street,Richmond,,Richbrau Brewing Co. & Restaurant,VA,BrewPub,-77.43382,37.53562,23219,2005,2005,517600305001091,51760030500
1400 Main Street,Wheeling,,River City Aleworks,WV,BrewPub,-80.7232398,40.0653945,26003,2005,2005,540690027001039,54069002700
150 N. Mosley St. ,Wichita,1195.0,River City Brewing Company ,KS,BrewPub,-97.3273172313,37.6870548891,67202,2006,2015,201730043002040,20173004300
150 North Mosley Street ,Wichita,,River City Brewing Company ,KS,BrewPub,-97.327228,37.6874309,67202,2005,2005,201730043002040,20173004300
500 Walnut Street ,Kansas City,,River Market Brewing Company ,MO,BrewPub,-94.5818005,39.1083806,64106,2005,2005,290950152001076,29095015200
500 Walnut St. ,Kansas City,1197.0,River Market Brewing Company ,MO,BrewPub,-94.5819921575,39.1084779072,64106,2006,2010,290950152001076,29095015200
1 Pine Ave. ,Long Beach,1212.0,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-118.192762817,33.7671463723,90802,2006,2015,060375760012032,06037576001
8980 Villa La Jolla Dr.,La Jolla,1211.0,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.234221145,32.8710330865,92037,2006,2015,060730083611003,06073008361
1 Pine Avenue ,Long Beach,,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-118.1927515,33.7674048,90802,2005,2005,060375760012032,06037576001
171 E. Bridge St. ,Homestead,1228.0,Rock Bottom Restaurant & Brewery ,PA,BrewPub,-79.9142932892,40.408766159,15120,2006,2015,420034838002005,42003483800
210 SW Morrison St.,Portland,,Rock Bottom Restaurant & Brewery ,OR,BrewPub,-122.6747299,45.5178108,97204,2005,2011,410510106003051,41051010600
1 West Grand Avenue ,Chicago,,Rock Bottom Restaurant & Brewery ,IL,BrewPub,-87.628304,41.8914934,60610,2005,2005,170310816001004,17031081600
4508 University Ave. ,West Des Moines,1217.0,Rock Bottom Restaurant & Brewery ,IA,BrewPub,-93.766483698,41.6002277602,50266,2006,2015,191530111141017,19153011114
1 W. Grand Ave. ,Chicago,1218.0,Rock Bottom Restaurant & Brewery ,IL,BrewPub,-87.6282351666,41.8915920745,60610,2006,2015,170310816001004,17031081600
4508 University Avenue ,Des Moines,,Rock Bottom Restaurant & Brewery ,IA,BrewPub,-93.765648,41.5991465,50266,2005,2005,191530111141017,19153011114
8980 Villa La Jolla Drive,La Jolla,,Rock Bottom Restaurant & Brewery ,CA,BrewPub,-117.2342497,32.8713663,92037,2005,2005,060730083611003,06073008361
740 N. Plankinton Avenue ,Milwaukee,,Rock Bottom Restaurant & Brewery ,WI,BrewPub,-87.9114977,43.0397345,53203,2005,2005,550791863002024,55079186300
115 Stuart Street ,Boston,,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0653801,42.3514083,2116,2005,2005,250250702003000,25025070200
115 Stuart St. ,Boston,1221.0,Rock Bottom Restaurant & Brewery ,MA,BrewPub,-71.0659681739,42.3511774244,2116,2006,2015,250250702003000,25025070200
8668 E. Shea Blvd. ,Scottsdale,1210.0,Rock Bottom Restaurant & Brewery ,AZ,BrewPub,-111.893415084,33.5824770613,85260,2006,2011,040132168163014,04013216816
2000 Sycamore Street ,Cleveland,,Rock Bottom Restaurant & Brewery ,OH,BrewPub,-81.7039,41.4965537,44113,2005,2005,390351033001005,39035103300
740 N. Plankinton Ave. ,Milwaukee,1233.0,Rock Bottom Restaurant & Brewery ,WI,BrewPub,-87.911717623,43.0392679248,53203,2006,2015,550791863002024,55079186300
550 106th Avenue NE ,Bellevue,,Rock Bottom Restaurant & Brewery ,WA,BrewPub,-122.197928,47.6154416,98004,2005,2005,530330238042003,53033023804
550 106th Ave. NE ,Bellevue,1231.0,Rock Bottom Restaurant & Brewery ,WA,BrewPub,-122.198724095,47.6152338312,98004,2006,2015,530330238042003,53033023804
2000 Sycamore St. ,Cleveland,1226.0,Rock Bottom Restaurant & Brewery ,OH,BrewPub,-81.7052439401,41.4965893158,44113,2006,2010,390351033001005,39035103300
8668 East Shea Boulevard ,Scottsdale,,Rock Bottom Restaurant & Brewery ,AZ,BrewPub,-111.8937255,33.5826968,85260,2005,2005,040132168163014,04013216816
171 E. Bridge Street ,Homestead,,Rock Bottom Restaurant & Brewery ,PA,BrewPub,-79.9152619,40.4094353,15120,2005,2005,420034838002005,42003483800
4010 196th Street SW,Lynnwood,,Rock Wood Fired Pizza & Spirits,WA,BrewPub,-122.2876718,47.8205144,98036,2005,2005,530610514001004,53061051400
4010 196th St. SW,Lynnwood,1236.0,Rock Wood Fired Pizza & Spirits,WA,BrewPub,-122.287733911,47.8207578056,98036,2006,2006,530610514001004,53061051400
1408 Lake Tapps Pkwy E.,Sumner,1235.0,Rock Wood Fired Pizza & Spirits,WA,BrewPub,-122.213973999,47.2438498721,98092,2006,2006,530530703161007,53053070316
1408 Lake Tapps Pkwy E.,Auburn,,Rock Wood Fired Pizza & Spirits,WA,BrewPub,-122.2100316,47.2445899,98092,2005,2005,530530703161007,53053070316
3105 St. Paul Street ,Baltimore,,Rocky Run Tap & Grill ,MD,BrewPub,-76.6155555,39.3260572,21218,2005,2005,245101202024003,24510120202
2037 Sherman Ave.,North Bend,1247.0,Roger's Zoo & Pizzeratorium,OR,BrewPub,-124.223966384,43.4061825157,97459,2006,2011,410110003001009,41011000300
2037 Sherman Avenue,North Bend,,Roger's Zoo & Pizzeratorium,OR,BrewPub,-124.2240186,43.4062273,97459,2005,2005,410110003001009,41011000300
673 Union St. ,San Francisco,1251.0,Rogue Ales Public House ,CA,BrewPub,-122.410284489,37.8002507137,94133,2006,2015,060750107001005,06075010700
673 Union Street ,San Francisco,,Rogue Ales Public House ,CA,BrewPub,-122.4105724,37.8000725,94133,2005,2005,060750107001005,06075010700
3859 Buffalo Road,Rochester,,Rohrbach Brewing Co.,NY,BrewPub,-77.7616766,43.1372964,14624,2005,2005,360550149051019,36055014905
3859 Buffalo Rd.,Rochester,1252.0,Rohrbach Brewing Co.,NY,BrewPub,-77.7632841394,43.137333863,14624,2006,2015,360550149051019,36055014905
208 Pennsylvania Ave.,Roslyn,,Roslyn Brewing,WA,MicroBrewery,-120.9948483,47.2219623,98941,2005,2005,530379751003095,53037975100
208 W. Pennsylvania Ave.,Roslyn,1258.0,Roslyn Brewing,WA,MicroBrewery,-120.995644467,47.2219021884,98941,2006,2015,530379751003095,53037975100
2004 Capitol Ave. ,Sacramento,1263.0,Rubicon Brewing Company ,CA,BrewPub,-121.481325265,38.5731256969,95816,2006,2015,060670012002000,06067001200
2004 Capitol Avenue ,Sacramento,,Rubicon Brewing Company ,CA,BrewPub,-121.4810826,38.5731152,95816,2005,2005,060670012002000,06067001200
73 West Jackson Street,Millersburg,,Rush the Growler,OH,BrewPub,-81.918173,40.553924,44654,2005,2005,390759767003000,39075976700
73 W. Jackson St.,Millersburg,1266.0,Rush the Growler,OH,BrewPub,-81.9182619794,40.554143526,44654,2006,2006,390759767003000,39075976700
