"","tractfips","cnt"
"1355","26161411200",1
"1356","26161421100",1
"1357","26161446400",1
"1358","26161448000",1
"1359","26161454000",1
"1360","26161455000",1
"1361","26163516500",1
"1362","26163517200",1
"1363","26163520300",2
"1364","26163561700",1
"1365","26163562500",1
"1366","26163577100",1
"1367","26163580700",1
"1368","26165380700",1
"1369","27003050233",1
"1370","27007450600",1
"1371","27015960200",1
"1372","27019090402",1
"1373","27021940001",1
"1374","27027020202",1
"1375","27035951000",1
"1376","27035951302",1
"1377","27037060726",1
"1378","27039950100",1
"1379","27049080200",1
"1380","27053002400",1
"1381","27053007700",1
"1382","27053020400",1
"1383","27053022901",2
"1384","27053026208",1
"1385","27053026710",1
"1386","27053027501",1
"1387","27053100500",1
"1388","27053102300",1
"1389","27053102500",1
"1390","27053102600",2
"1391","27053104400",1
"1392","27053104800",1
"1393","27053108700",1
"1394","27053108800",1
"1395","27053111600",1
"1396","27053126200",2
"1397","27075370100",1
"1398","27081201001",1
"1399","27103480600",1
"1400","27109000600",1
"1401","27123034201",1
"1402","27123035800",1
"1403","27123036700",2
"1404","27123036800",1
"1405","27123036900",1
"1406","27123041200",1
"1407","27123041302",2
"1408","27127750500",1
"1409","27137001700",1
"1410","27137001900",5
"1411","27137015300",1
"1412","27137015600",2
"1413","27145000500",1
"1414","27145011302",2
"1415","27157490200",1
"1416","27163070502",2
"1417","27163070601",1
"1418","27169670200",1
"1419","27169670300",1
"1420","28035010700",1
"1421","28045030602",1
"1422","28059040500",1
"1423","29019000500",2
"1424","29019001400",1
"1425","29029950100",1
"1426","29031880400",1
"1427","29047021401",1
"1428","29047022200",1
"1429","29051020600",1
"1430","29051020700",1
"1431","29071800300",1
"1432","29071800401",2
"1433","29077000100",1
"1434","29077000502",1
"1435","29077000600",1
"1436","29095009200",1
"1437","29095013405",1
"1438","29095015300",1
"1439","29095015700",1
"1440","29095016800",1
"1441","29095980802",1
"1442","29109470601",1
"1443","29161890800",1
"1444","29163460400",1
"1445","29165030308",1
"1446","29165030700",1
"1447","29183310502",1
"1448","29183311322",1
"1449","29183311802",1
"1450","29183312204",1
"1451","29186960200",1
"1452","29186960300",1
"1453","29189212700",1
"1454","29189215003",1
"1455","29189217000",1
"1456","29189218600",1
"1457","29215480300",1
"1458","29215480400",1
"1459","29510101500",1
"1460","29510104200",1
"1461","29510104500",1
"1462","29510116100",1
"1463","29510118600",1
"1464","29510119300",1
"1465","29510121100",1
"1466","29510125500",1
"1467","29510125600",1
"1468","29510127400",2
"1469","29510127500",1
"1470","30009000300",1
"1471","30013001600",1
"1472","30013002200",1
"1473","30013010600",1
"1474","30029000203",1
"1475","30029000402",1
"1476","30029001400",1
"1477","30031000103",2
"1478","30031000600",2
"1479","30031000701",1
"1480","30031001101",1
"1481","30031001600",1
"1482","30039961700",1
"1483","30047000200",1
"1484","30047940303",1
"1485","30049000700",1
"1486","30049000900",1
"1487","30063000201",2
"1488","30063000202",1
"1489","30063000300",1
"1490","30063000700",1
"1491","30063000800",1
"1492","30067000300",1
"1493","30081000201",2
"1494","30081000500",1
"1495","30081000600",1
"1496","30085940001",1
"1497","30093000100",1
"1498","30109000100",1
"1499","30111000200",1
"1500","30111000402",6
"1501","30111001100",1
"1502","30111001902",1
"1503","31011960200",1
"1504","31019969500",1
"1505","31055001800",2
"1506","31055006904",1
"1507","31055007445",1
"1508","31055007451",1
"1509","31055007514",1
"1510","31067964700",1
"1511","31079001000",1
"1512","31109000500",2
"1513","31109001200",1
"1514","31109001900",1
"1515","31109003301",1
"1516","31109003402",1
"1517","31109003714",1
"1518","31133967800",1
"1519","31141965600",1
"1520","31145963300",1
"1521","31153010620",1
"1522","31153010629",1
"1523","31153010702",1
"1524","32003000700",2
"1525","32003002405",1
"1526","32003002603",1
"1527","32003002605",1
"1528","32003002821",1
"1529","32003003236",1
"1530","32003003261",1
"1531","32003003409",1
"1532","32003003415",1
"1533","32003005109",1
"1534","32003005322",1
"1535","32003005502",1
"1536","32003005702",1
"1537","32003005805",1
"1538","32003005843",1
"1539","32003006700",3
"1540","32007950200",1
"1541","32031000101",1
"1542","32031000202",2
"1543","32031000400",1
"1544","32031001012",1
"1545","32031001902",1
"1546","32031003101",1
"1547","32031003202",1
"1548","32031003203",1
"1549","32033970200",1
"1550","32510000100",1
"1551","33003955300",1
"1552","33003955400",1
"1553","33003955800",1
"1554","33005971401",1
"1555","33009960100",1
"1556","33009960500",1
"1557","33009960800",1
"1558","33009961100",1
"1559","33009961800",1
"1560","33011001000",1
"1561","33011010700",1
"1562","33011011000",1
"1563","33011200400",1
"1564","33013003001",1
"1565","33013037000",1
"1566","33013040000",1
"1567","33013041000",1
"1568","33015065001",1
"1569","33015066000",1
"1570","33015069100",2
"1571","33015100400",1
"1572","33015107200",1
"1573","33015107400",1
"1574","33017081300",1
"1575","34001001200",1
"1576","34003046200",1
"1577","34005700407",1
"1578","34005702603",1
"1579","34007603501",1
"1580","34007607402",1
"1581","34007607505",1
"1582","34009021002",1
"1583","34009021804",1
"1584","34011030501",1
"1585","34013016600",1
"1586","34013019300",1
"1587","34013021601",1
"1588","34017014700",1
"1589","34019010600",1
"1590","34019011900",1
"1591","34021004000",1
"1592","34023001805",1
"1593","34023002902",1
"1594","34023009300",1
"1595","34025800200",1
"1596","34025803600",1
"1597","34025806504",1
"1598","34027040500",1
"1599","34027046298",1
"1600","34029710100",1
"1601","34029723000",1
"1602","34029723200",1
"1603","34035053803",1
"1604","34037373400",1
"1605","34039033800",1
"1606","34039038202",1
"1607","35001000109",1
"1608","35001000204",1
"1609","35001000207",1
"1610","35001001700",3
"1611","35001002100",1
"1612","35001002700",1
"1613","35001003400",2
"1614","35001003719",1
"1615","35001003733",1
"1616","35001003736",2
"1617","35001004746",1
"1618","35001004753",1
"1619","35007950700",1
"1620","35013000500",1
"1621","35013001000",1
"1622","35013001203",1
"1623","35015001000",1
"1624","35017964100",1
"1625","35017964400",1
"1626","35028000400",1
"1627","35029000600",1
"1628","35039000400",1
"1629","35041000100",1
"1630","35043010601",2
"1631","35043010715",2
"1632","35043010716",1
"1633","35045000402",1
"1634","35049000400",3
"1635","35049000700",1
"1636","35049001002",1
"1637","35049001106",1
"1638","35049010601",1
"1639","35049010700",1
"1640","35053978303",1
"1641","35055940100",3
"1642","35055952300",1
"1643","35057963202",1
"1644","35061970102",1
"1645","36001001100",1
"1646","36007001200",2
"1647","36007013900",1
"1648","36009960702",2
"1649","36013035800",1
"1650","36013037000",1
"1651","36015000700",1
"1652","36015010500",1
"1653","36015010700",1
"1654","36015010800",1
"1655","36019100800",1
"1656","36021000300",1
"1657","36023970600",1
"1658","36027070201",1
"1659","36029005700",1
"1660","36029006100",1
"1661","36029007904",1
"1662","36029009600",1
"1663","36029010700",1
"1664","36029013202",1
"1665","36029016500",2
"1666","36031960498",2
"1667","36031960598",1
"1668","36031961300",1
"1669","36033951100",2
"1670","36039080100",1
"1671","36039080300",1
"1672","36039080900",1
"1673","36045060400",1
"1674","36045060804",1
"1675","36045061600",1
"1676","36047005300",1
"1677","36047013500",1
"1678","36047019900",1
"1679","36047055700",1
"1680","36053030501",1
"1681","36053030900",1
"1682","36053940300",1
"1683","36055005600",1
"1684","36055009302",1
"1685","36055012402",1
"1686","36055014905",1
"1687","36059413200",1
"1688","36059518000",1
"1689","36061003700",1
"1690","36061005200",1
"1691","36061005400",1
"1692","36061005800",1
"1693","36061011900",1
"1694","36061012100",1
"1695","36063024101",1
"1696","36063024301",1
"1697","36065020900",2
"1698","36067000100",1
"1699","36067001000",1
"1700","36067002101",1
"1701","36067003200",2
"1702","36069050400",1
"1703","36069051200",1
"1704","36071000501",1
"1705","36071014301",1
"1706","36075021601",1
"1707","36077590100",1
"1708","36077590201",1
"1709","36077590400",1
"1710","36077590500",1
"1711","36081000100",1
"1712","36081001900",1
"1713","36081012301",1
"1714","36083040700",1
"1715","36083052103",1
"1716","36087011901",1
"1717","36087012700",1
"1718","36089492100",1
"1719","36091061000",1
"1720","36091061100",1
"1721","36091062501",1
"1722","36093033500",1
"1723","36097950100",1
"1724","36097950400",2
"1725","36099950700",1
"1726","36099950900",1
"1727","36101960100",1
"1728","36101961400",1
"1729","36101962600",1
"1730","36103122300",1
"1731","36103123201",1
"1732","36103147401",1
"1733","36103158107",1
"1734","36103158206",1
"1735","36103158900",1
"1736","36103159000",1
"1737","36103169800",2
"1738","36103170101",1
"1739","36103190800",1
"1740","36103201004",1
"1741","36105950200",1
"1742","36109000100",1
"1743","36109000500",1
"1744","36109001300",1
"1745","36109001400",1
"1746","36109001500",1
"1747","36109002000",1
"1748","36111950200",1
"1749","36111952100",1
"1750","36111953400",1
"1751","36113070200",1
"1752","36113070500",1
"1753","36113072000",1
"1754","36119011000",1
"1755","36119014100",1
"1756","36123150100",1
"1757","36123150400",1
"1758","37001022002",1
"1759","37009970400",1
"1760","37011930302",1
"1761","37021000100",6
"1762","37021000500",1
"1763","37021000900",3
"1764","37021001200",1
"1765","37021001900",1
"1766","37021002000",1
"1767","37021002101",1
"1768","37021002204",2
"1769","37021002702",1
"1770","37021003102",1
"1771","37021003104",1
"1772","37023020500",1
"1773","37023020600",1
"1774","37027030100",1
"1775","37035010501",2
"1776","37035010700",1
"1777","37037020800",1
"1778","37051002001",1
"1779","37051003800",1
"1780","37053110402",1
"1781","37055970300",1
"1782","37063000500",1
"1783","37063000900",1
"1784","37063002200",2
"1785","37067000100",1
"1786","37081010401",1
"1787","37081010800",1
"1788","37081014410",1
"1789","37081017200",1
"1790","37085070904",1
"1791","37087920900",2
"1792","37087921000",1
"1793","37089931100",1
"1794","37097061303",1
"1795","37099950300",2
"1796","37099950900",1
"1797","37101040901",1
"1798","37103920300",1
"1799","37107010700",1
"1800","37119000100",1
"1801","37119000400",1
"1802","37119000700",3
"1803","37119003700",1
"1804","37119003802",1
"1805","37119005914",1
"1806","37119006209",1
"1807","37119006407",1
"1808","37121950300",1
"1809","37125951100",1
"1810","37129011300",2
"1811","37135010703",1
"1812","37135010704",1
"1813","37135011000",1
"1814","37135011601",1
"1815","37135011700",1
"1816","37147001800",1
"1817","37149920304",1
"1818","37151030100",1
"1819","37171930302",1
"1820","37171930801",1
"1821","37173960200",1
"1822","37175960300",1
"1823","37175960402",1
"1824","37183050100",2
"1825","37183051000",2
"1826","37183051400",1
"1827","37183051800",1
"1828","37183053106",1
"1829","37183053205",1
"1830","37183053207",1
"1831","37183053420",1
"1832","37183053717",1
"1833","37183053724",1
"1834","37183054206",1
"1835","37189920500",1
"1836","37189920601",1
"1837","37189920800",1
"1838","37189921000",1
"1839","38015010100",1
"1840","38017000600",1
"1841","38017010106",1
"1842","38059020100",1
"1843","38059020300",1
"1844","38101010100",1
"1845","39009973101",1
"1846","39009973902",1
"1847","39011041000",1
"1848","39017010101",1
"1849","39025041403",1
"1850","39035103602",3
"1851","39035107101",1
"1852","39035108201",1
"1853","39035134300",1
"1854","39035138106",1
"1855","39035140702",1
"1856","39035161200",1
"1857","39035170201",1
"1858","39035174106",1
"1859","39035181201",1
"1860","39035186104",1
"1861","39035189105",1
"1862","39041010100",1
"1863","39041012400",1
"1864","39043040600",1
"1865","39045030900",1
"1866","39049001700",1
"1867","39049001901",2
"1868","39049002200",1
"1869","39049002600",1
"1870","39049003000",5
"1871","39049005200",1
"1872","39049006220",1
"1873","39049008400",1
"1874","39053953900",1
"1875","39055312201",1
"1876","39057255000",1
"1877","39061000700",1
"1878","39061001600",1
"1879","39061001700",1
"1880","39061003800",1
"1881","39061004702",2
"1882","39061010800",1
"1883","39061022301",1
"1884","39061024400",1
"1885","39061026500",1
"1886","39061027400",1
"1887","39063000800",1
"1888","39063000900",1
"1889","39069000700",1
"1890","39075976700",1
"1891","39085201400",1
"1892","39085203700",1
"1893","39085205900",1
"1894","39085206100",1
"1895","39089753100",1
"1896","39089757100",1
"1897","39089758300",1
"1898","39095007101",1
"1899","39095010300",1
"1900","39099813900",1
"1901","39103403002",1
"1902","39113001501",1
"1903","39113020800",1
"1904","39113021602",1
"1905","39113040406",1
"1906","39113050402",1
"1907","39113050502",1
"1908","39119911400",1
"1909","39123050100",1
"1910","39133600103",1
"1911","39145003600",1
"1912","39153501700",1
"1913","39153503800",1
"1914","39165032201",1
"1915","39167020500",1
"1916","39169000100",1
"1917","39173020602",1
"1918","40027200100",1
"1919","40027201508",1
"1920","40027202301",1
"1921","40031002401",1
"1922","40109100100",1
"1923","40109103500",1
"1924","40109103800",2
"1925","40109104700",1
"1926","40109105907",1
"1927","40109108315",1
"1928","40109108317",1
"1929","40109108404",1
"1930","40121486000",1
"1931","40143002301",1
"1932","40143006803",1
"1933","41001950200",3
"1934","41003001101",1
"1935","41003010600",5
"1936","41005020100",1
"1937","41005020200",1
"1938","41005020504",1
"1939","41005020700",1
"1940","41005021500",1
"1941","41005022201",1
"1942","41005022205",1
"1943","41005022400",1
"1944","41005022708",1
"1945","41005023300",1
"1946","41005024200",1
"1947","41005024304",1
"1948","41007950200",2
"1949","41007950300",1
"1950","41007950700",1
"1951","41007950900",1
"1952","41007951100",2
"1953","41009971100",1
"1954","41011000700",1
"1955","41013950300",1
"1956","41015950200",1
"1957","41015950301",1
"1958","41017000402",1
"1959","41017000500",2
"1960","41017000600",1
"1961","41017000800",2
"1962","41017000900",2
"1963","41017001001",1
"1964","41017001100",1
"1965","41017001400",5
"1966","41017001500",6
"1967","41017001600",1
"1968","41017001902",1
"1969","41019090000",1
"1970","41019120000",1
"1971","41019130000",2
"1972","41019170000",1
"1973","41027950100",1
"1974","41027950300",4
"1975","41027950400",1
"1976","41029000100",1
"1977","41029000300",1
"1978","41029000406",1
"1979","41029000800",1
"1980","41029000900",1
"1981","41029001002",1
"1982","41029001800",2
"1983","41029002000",2
"1984","41033360500",2
"1985","41033361600",1
"1986","41035970700",1
"1987","41035971400",1
"1988","41035971800",1
"1989","41039001500",1
"1990","41039002102",1
"1991","41039002904",1
"1992","41039003000",1
"1993","41039003302",1
"1994","41039003800",2
"1995","41039003900",2
"1996","41039004200",2
"1997","41039004300",2
"1998","41039004900",1
"1999","41041950304",1
"2000","41041951100",1
"2001","41041951200",1
"2002","41041951400",1
"2003","41043020400",2
"2004","41043030700",1
"2005","41045970400",1
"2006","41047000200",3
"2007","41047000400",2
"2008","41047001000",2
"2009","41047002101",1
"2010","41047010503",1
"2011","41051000100",3
"2012","41051000200",1
"2013","41051000301",1
"2014","41051000902",1
"2015","41051001101",5
"2016","41051001102",2
"2017","41051001202",1
"2018","41051001302",3
"2019","41051002000",3
"2020","41051002100",3
"2021","41051002203",1
"2022","41051002303",4
"2023","41051002402",2
"2024","41051002702",1
"2025","41051002801",2
"2026","41051003200",2
"2027","41051003401",2
"2028","41051003402",3
"2029","41051003501",1
"2030","41051003601",2
"2031","41051003603",1
"2032","41051004102",1
"2033","41051004200",2
"2034","41051004300",1
"2035","41051004700",1
"2036","41051004800",2
"2037","41051004900",2
"2038","41051005000",4
"2039","41051005100",2
"2040","41051005200",3
"2041","41051005600",2
"2042","41051005700",1
"2043","41051005900",1
"2044","41051006002",1
"2045","41051006502",1
"2046","41051006602",1
"2047","41051006702",1
"2048","41051007100",1
"2049","41051007201",1
"2050","41051007500",1
"2051","41051008201",1
"2052","41051009803",1
"2053","41051010001",1
"2054","41051010303",1
"2055","41051010600",2
"2056","41053020302",1
"2057","41057960500",1
"2058","41057960700",1
"2059","41059950300",1
"2060","41059950600",1
"2061","41063960100",1
"2062","41063960300",1
"2063","41065970200",1
"2064","41067030300",1
"2065","41067030401",1
"2066","41067030502",1
"2067","41067030801",1
"2068","41067030806",1
"2069","41067031003",1
"2070","41067031402",1
"2071","41067031507",1
"2072","41067031509",1
"2073","41067031609",2
"2074","41067031611",1
"2075","41067031911",1
"2076","41067032103",2
"2077","41067032606",1
"2078","41067032607",2
"2079","41067033200",1
"2080","41071030201",1
"2081","41071030400",1
"2082","41071030801",3
"2083","42001030600",1
"2084","42001031502",1
"2085","42003020100",1
"2086","42003060300",1
"2087","42003090100",1
"2088","42003101100",1
"2089","42003120700",1
"2090","42003151600",1
"2091","42003170200",2
"2092","42003240600",1
"2093","42003483800",1
"2094","42003521500",1
"2095","42003524000",1
"2096","42003981200",1
"2097","42007601200",1
"2098","42007602900",1
"2099","42011000100",1
"2100","42011013200",1
"2101","42011014000",1
"2102","42013011100",1
"2103","42017100302",1
"2104","42017101401",1
"2105","42017102004",1
"2106","42017102402",1
"2107","42017104400",1
"2108","42017104702",1
"2109","42017105600",1
"2110","42017106600",1
"2111","42019902400",1
"2112","42019910400",1
"2113","42019911900",1
"2114","42025020600",1
"2115","42027010800",1
"2116","42027011100",1
"2117","42027011300",1
"2118","42027011702",1
"2119","42029300107",1
"2120","42029300700",1
"2121","42029301000",2
"2122","42029302101",1
"2123","42029302400",1
"2124","42029302706",1
"2125","42029304101",1
"2126","42037050600",1
"2127","42037050900",1
"2128","42037051200",1
"2129","42039110201",1
"2130","42039111200",1
"2131","42039111600",1
"2132","42041011301",1
"2133","42041011304",1
"2134","42041012200",1
"2135","42041013200",1
"2136","42043020100",1
"2137","42043022900",1
"2138","42043024001",1
"2139","42043024101",1
"2140","42045407502",1
"2141","42045410302",1
"2142","42047951300",1
"2143","42049000100",1
"2144","42049001100",1
"2145","42049001200",1
"2146","42055010900",1
"2147","42069110700",1
"2148","42071000100",1
"2149","42071000200",1
"2150","42071000500",1
"2151","42071010400",1
"2152","42071010501",1
"2153","42071010900",2
"2154","42071012001",1
"2155","42071012002",1
"2156","42071012403",1
"2157","42071012501",1
"2158","42071012502",1
"2159","42071013902",1
"2160","42071014101",1
"2161","42077009700",1
"2162","42079201300",1
"2163","42079211701",1
"2164","42079215600",1
"2165","42081000600",1
"2166","42081011601",1
"2167","42089300401",2
"2168","42089300501",1
"2169","42091200505",1
"2170","42091200908",1
"2171","42091201003",1
"2172","42091201302",1
"2173","42091201705",1
"2174","42091203104",1
"2175","42091205300",1
"2176","42091205801",1
"2177","42091206300",1
"2178","42091209000",1
"2179","42093050200",1
"2180","42093050300",1
"2181","42095010800",1
"2182","42095014400",1
"2183","42095014700",1
"2184","42101000600",1
"2185","42101000700",1
"2186","42101001002",1
"2187","42101007800",1
"2188","42101014200",1
"2189","42101016100",1
"2190","42101021000",1
"2191","42101038200",1
"2192","42101038500",1
"2193","42101038800",1
"2194","42101980600",1
"2195","42109070701",1
"2196","42111021400",1
"2197","42117950600",1
"2198","42129802001",1
"2199","42129803200",1
"2200","42129803301",1
"2201","42129803800",1
"2202","42129806900",1
"2203","42129807402",1
"2204","42131400400",1
"2205","42133000100",1
"2206","42133001600",1
"2207","42133021300",1
"2208","42133022100",1
"2209","42133023822",1
"2210","42133024002",1
"2211","44005040302",1
"2212","44005040500",1
"2213","44007000600",1
"2214","44007000800",2
"2215","44007016300",2
"2216","44007018500",1
"2217","44009041500",1
"2218","44009050801",1
"2219","45003021300",1
"2220","45013010200",1
"2221","45015020403",1
"2222","45019000200",1
"2223","45019003900",1
"2224","45019004614",1
"2225","45019005300",1
"2226","45019005500",1
"2227","45041000202",1
"2228","45043920503",1
"2229","45045000200",1
"2230","45045003602",1
"2231","45045004400",1
"2232","45051050500",1
"2233","45051050600",1
"2234","45051051000",1
"2235","45053950201",1
"2236","45079002900",1
"2237","45079011701",1
"2238","45083021200",1
"2239","46011958802",2
"2240","46029954400",1
"2241","46033965200",1
"2242","46081966301",1
"2243","46099000500",1
"2244","46099001101",1
"2245","46103010200",2
"2246","46103011700",2
"2247","47009010500",1
"2248","47009011402",1
"2249","47037016800",1
"2250","47037019200",1
"2251","47037019500",5
"2252","47037980200",1
"2253","47065000600",1
"2254","47065001800",1
"2255","47065003100",3
"2256","47065011446",1
"2257","47065012400",1
"2258","47093000100",1
"2259","47093003700",1
"2260","47093004404",1
"2261","47093005803",1
"2262","47093006700",1
"2263","47125100100",1
"2264","47149041302",1
"2265","47149041800",1
"2266","47155081000",1
"2267","47155081101",1
"2268","47157002700",1
"2269","47157003100",1
"2270","47157006600",1
"2271","47157011400",1
"2272","47157011700",1
"2273","47163043600",1
"2274","47179061702",1
"2275","47185935000",1
"2276","47187050208",1
"2277","47187050307",1
"2278","47187050905",1
"2279","47187050906",1
"2280","48021950400",1
"2281","48027021202",1
"2282","48029110900",2
"2283","48029121120",1
"2284","48029121203",1
"2285","48029121907",1
"2286","48029172005",1
"2287","48029181815",1
"2288","48029191807",1
"2289","48029192100",1
"2290","48031950100",1
"2291","48031950200",2
"2292","48039660602",1
"2293","48041001302",1
"2294","48041002013",1
"2295","48043950500",1
"2296","48053960700",1
"2297","48061012305",1
"2298","48085030900",1
"2299","48085031001",1
"2300","48085031506",1
"2301","48085031508",1
"2302","48085031657",1
"2303","48085031802",1
"2304","48091310100",2
"2305","48091310401",1
"2306","48095950300",1
"2307","48113000701",1
"2308","48113007822",1
"2309","48113007912",1
"2310","48113009900",1
"2311","48113010000",2
"2312","48113010102",1
"2313","48113013616",1
"2314","48113013726",1
"2315","48113017813",1
"2316","48113018133",1
"2317","48113018501",1
"2318","48113019211",1
"2319","48113020400",1
"2320","48121020309",1
"2321","48121020401",1
"2322","48121021738",1
"2323","48141004309",1
"2324","48157671601",1
"2325","48157671800",1
"2326","48157673400",1
"2327","48167724101",1
"2328","48171950400",1
"2329","48171950500",1
"2330","48181001700",1
"2331","48185180102",1
"2332","48187210714",1
"2333","48201212300",1
"2334","48201220900",1
"2335","48201310100",1
"2336","48201310200",1
"2337","48201510600",1
"2338","48201520500",1
"2339","48201542700",1
"2340","48201551400",1
"2341","48209010600",1
"2342","48209010701",1
"2343","48209010808",1
"2344","48209010809",1
"2345","48215020501",1
"2346","48221160204",1
"2347","48251130207",1
"2348","48257051201",1
"2349","48259970500",1
"2350","48285000400",1
"2351","48303000302",1
"2352","48303000700",1
"2353","48303010408",1
"2354","48339690201",1
"2355","48339690700",1
"2356","48339693900",1
"2357","48351950300",1
"2358","48355005102",1
"2359","48355005413",1
"2360","48375014401",1
"2361","48399950500",1
"2362","48423001101",1
"2363","48423001901",1
"2364","48439111525",1
"2365","48439113403",1
"2366","48439113705",1
"2367","48439113922",1
"2368","48439121702",1
"2369","48439123200",2
"2370","48439123500",1
"2371","48439123600",1
"2372","48439980000",1
"2373","48441011000",1
"2374","48453000203",1
"2375","48453000204",1
"2376","48453000902",1
"2377","48453001100",1
"2378","48453001303",1
"2379","48453001307",1
"2380","48453001402",1
"2381","48453001707",1
"2382","48453001741",1
"2383","48453001750",1
"2384","48453001753",1
"2385","48453001764",1
"2386","48453001765",1
"2387","48453001768",1
"2388","48453001821",1
"2389","48453001842",1
"2390","48453001849",2
"2391","48453002003",1
"2392","48453002403",1
"2393","48453002431",1
"2394","48491020315",1
"2395","48491020504",1
"2396","49007000200",1
"2397","49011125805",1
"2398","49019000200",1
"2399","49019000300",1
"2400","49035101000",1
"2401","49035102300",1
"2402","49035102500",2
"2403","49035102900",1
"2404","49035104100",1
"2405","49035112302",1
"2406","49035112502",1
"2407","49035112503",1
"2408","49035114500",1
"2409","49043964307",1
"2410","49043964308",1
"2411","49043964402",2
"2412","49045130900",1
"2413","49053270100",1
"2414","49057201100",1
"2415","49057210512",1
"2416","50001960500",1
"2417","50001960700",1
"2418","50001960800",2
"2419","50003971200",2
"2420","50005957200",1
"2421","50005957300",1
"2422","50007001000",4
"2423","50007003304",1
"2424","50007003400",1
"2425","50011010300",1
"2426","50011010700",1
"2427","50015953100",1
"2428","50015953500",1
"2429","50015953600",2
"2430","50017959800",1
"2431","50019951600",1
"2432","50019952000",1
"2433","50023954000",1
"2434","50023955500",1
"2435","50025968500",3
"2436","50027965000",1
"2437","50027966000",1
"2438","51003010201",1
"2439","51003011100",1
"2440","51003011400",1
"2441","51013101403",1
"2442","51013102902",1
"2443","51019030103",1
"2444","51019030501",1
"2445","51023040302",1
"2446","51033030500",1
"2447","51041100915",1
"2448","51059422000",1
"2449","51059440201",1
"2450","51059451501",1
"2451","51059480202",1
"2452","51059491803",1
"2453","51075400100",1
"2454","51075400400",1
"2455","51085320801",1
"2456","51087200502",1
"2457","51095080401",1
"2458","51107610102",1
"2459","51107610201",1
"2460","51107610300",1
"2461","51107610505",4
"2462","51107611006",1
"2463","51107611019",1
"2464","51107611501",1
"2465","51107611700",1
"2466","51121020700",1
"2467","51121021200",1
"2468","51125950200",1
"2469","51125950300",3
"2470","51155210100",1
"2471","51163930100",1
"2472","51177020106",1
"2473","51177020201",1
"2474","51187020200",1
"2475","51191010501",1
"2476","51191010900",1
"2477","51199051000",1
"2478","51510200600",1
"2479","51510201801",1
"2480","51540000202",1
"2481","51540000401",1
"2482","51540001000",1
"2483","51610500100",1
"2484","51650010314",1
"2485","51660000101",1
"2486","51678930500",1
"2487","51680000500",1
"2488","51683910401",2
"2489","51710002700",1
"2490","51710003800",1
"2491","51760020500",1
"2492","51760040200",2
"2493","51760061000",1
"2494","51770002900",1
"2495","51770003000",1
"2496","51775010100",1
"2497","51790000100",2
"2498","51790000400",1
"2499","51810041003",1
"2500","51810045417",1
"2501","51810045603",1
"2502","51840000100",1
"2503","53003960300",1
"2504","53005010201",1
"2505","53005010600",1
"2506","53005010805",1
"2507","53005011300",1
"2508","53005011700",2
"2509","53005011900",1
"2510","53007960200",1
"2511","53007961302",1
"2512","53009000700",1
"2513","53009000900",2
"2514","53009001200",1
"2515","53011040407",1
"2516","53011040509",1
"2517","53011040610",1
"2518","53011040805",1
"2519","53011041319",1
"2520","53011041500",2
"2521","53011042400",2
"2522","53011042500",2
"2523","53011042600",1
"2524","53013960200",1
"2525","53015002002",1
"2526","53015002100",1
"2527","53019970200",1
"2528","53025010500",1
"2529","53025011100",1
"2530","53027001600",1
"2531","53029970700",1
"2532","53029971400",1
"2533","53031950601",1
"2534","53033000100",1
"2535","53033001200",1
"2536","53033001701",1
"2537","53033002800",1
"2538","53033002900",1
"2539","53033004301",1
"2540","53033004600",1
"2541","53033004700",8
"2542","53033004800",3
"2543","53033004900",1
"2544","53033005301",1
"2545","53033005400",1
"2546","53033007000",1
"2547","53033007500",2
"2548","53033008100",1
"2549","53033008200",2
"2550","53033008400",1
"2551","53033009300",7
"2552","53033009800",1
"2553","53033010300",1
"2554","53033010402",1
"2555","53033010500",1
"2556","53033011200",1
"2557","53033021700",1
"2558","53033021802",1
"2559","53033021906",1
"2560","53033023601",1
"2561","53033023700",1
"2562","53033023804",1
"2563","53033026200",1
"2564","53033026400",1
"2565","53033026500",1
"2566","53033027702",1
"2567","53033027900",1
"2568","53033029203",1
"2569","53033029206",1
"2570","53033030006",1
"2571","53033032104",1
"2572","53033032309",1
"2573","53033032313",1
"2574","53033032319",2
"2575","53033032401",1
"2576","53033032703",1
"2577","53035080400",1
"2578","53035080900",1
"2579","53035090101",1
"2580","53035090501",3
"2581","53035090900",1
"2582","53035091201",2
"2583","53035091302",1
"2584","53035092200",1
"2585","53037975100",1
"2586","53037975600",1
"2587","53037975700",1
"2588","53039950300",1
"2589","53041970300",1
"2590","53041970400",1
"2591","53041971700",1
"2592","53043960400",1
"2593","53045960800",1
"2594","53047970300",1
"2595","53047970900",1
"2596","53047971000",1
"2597","53053060200",1
"2598","53053060500",1
"2599","53053061001",1
"2600","53053061200",1
"2601","53053061500",2
"2602","53053061601",1
"2603","53053061602",1
"2604","53053062600",1
"2605","53053070207",1
"2606","53053071207",1
"2607","53053071901",1
"2608","53053072507",1
"2609","53053073119",1
"2610","53053073122",1
"2611","53053073301",1
"2612","53053073404",1
"2613","53053073407",2
"2614","53055960100",1
"2615","53057940600",1
"2616","53057951000",1
"2617","53057952100",1
"2618","53057952500",1
"2619","53057952600",1
"2620","53059950300",1
"2621","53059950500",2
"2622","53061040100",1
"2623","53061040500",1
"2624","53061040700",1
"2625","53061041301",2
